날짜,금융투자,보험,투신,사모,은행,기타금융,연기금,기타법인,개인,외국인,기타외국인,기관합계,전체
2025-04-22,44439890,72046325,661344015,-588275690,0,27220300,745396525,254001620,-436379185,-785649470,5855670,1216172985,0
2025-04-23,-10128310,202694910,62257955,-129065350,0,0,-387074405,594567000,-730895420,394804590,2839030,333251800,0
2025-04-24,-13666250,56312170,-103613070,-79266450,0,0,-239646480,391843720,-238286930,226287280,36010,11963640,0
2025-04-25,-84231615,15441220,-396904050,-209800800,0,0,0,689013100,-554549155,541623530,-592230,13517855,0
2025-04-28,917844640,71292660,-14529665,503206005,0,24300,85120530,417163200,-1521298505,-462287815,3464650,1980121670,0
2025-04-29,-5381190,0,-241671310,89576955,0,12220,0,371810260,-48937880,-159548775,-5860280,214346935,0
2025-04-30,-15155040,0,22811430,97911280,0,0,433402645,264939100,-428559475,-375362290,12350,803909415,0
2025-05-02,11473010,0,457320,36269760,0,0,513039915,9104330,-344093310,-226251025,0,570344335,0
2025-05-07,-33631155,-3963250,235737210,-66865455,0,12370,428898700,225000765,-1091066175,306492990,-616000,785189185,0
2025-05-08,42302650,-9028035,42407905,-11014670,0,0,161964055,287519380,-408404485,-105746800,0,514151285,0
2025-05-09,10677290,173979360,105845190,-37279760,0,0,492108650,344787560,-773494425,-315170455,-1453410,1090118290,0
2025-05-12,53585580,-299570,41838420,-22798110,-34698905,0,702113155,223010310,-565978610,-396426010,-346260,962750880,0
2025-05-13,-8071550,832990,85225380,336114480,0,0,286701180,566571910,-1339970575,71850455,745730,1267374390,0
2025-05-14,6330780,64511910,-26418295,-4923490,-47847745,12960,330260615,617370890,-1195094510,259002585,-3205700,939297625,0
2025-05-15,15064220,247090060,660031930,181969965,0,317651855,334846055,272676110,-1393637090,-629410195,-6282910,2029330195,0
2025-05-16,-35820970,239033940,701295930,1109165695,0,0,278385820,-178218680,-916844680,-1196034835,-962220,2113841735,0
2025-05-19,-18233005,60403430,685855205,90977965,0,-90,185692265,495543525,-1070294090,-424988225,-4956980,1500239295,0
2025-05-20,146496020,195983820,88610380,-142716330,-48478350,13520,887114900,330137600,-792943120,-655575240,-8643200,1457161560,0
2025-05-21,84358705,-307755,33336055,1042715715,0,0,-6600135,244873090,284076465,-1686118995,3666855,1398375675,0
2025-05-22,8531620,169488780,556723215,101850810,0,18708320,250123435,433429370,-954966835,-582205095,-1683620,1538855550,0
2025-05-23,-172385450,-391150915,69034115,-83748030,-46947350,0,-757874290,-400971740,148168755,1635448225,426680,-1784043660,0
2025-05-26,67951110,-10158675,62939575,216481550,-13932050,-32495860,-240320705,-2331344620,100465890,2182577355,-2163570,-2280879675,0
2025-05-27,108260870,67867580,61431640,-744559455,0,13190,35032650,-10804820,179859420,299176395,3722530,-482758345,0
2025-05-28,212299070,-4180310,-563904940,-382415260,0,0,0,-628320920,583331985,781791355,1399020,-1366522360,0
2025-05-29,-502871490,-92466855,-20627655,-1228214675,0,0,-997598845,-2129662790,1862204360,3111693745,-2455795,-4971442310,0
2025-05-30,114672790,-22288645,63937755,-70663790,0,0,-225365220,-627980550,808035370,-40313750,-33960,-767687660,0
2025-06-02,226828560,16243850,470828695,2178117755,0,0,-66051370,-1472724885,47465880,-1396719175,-3989310,1353242605,0
2025-06-04,454559705,-65928445,780637935,558884205,0,89118310,-154192725,-936156125,-1918573400,1197835350,-6184810,726922860,0
2025-06-05,80735150,-29039620,8302495,172856650,0,-1956270,-580744745,1972328540,124179985,-1745038345,-1623840,1622482200,0
2025-06-09,224364610,-406144110,804466920,914758835,0,0,347186990,-2534361800,-1268308890,1949073715,-31036270,-649728555,0
2025-06-10,109274070,6472935,-375730720,175268850,0,0,408153245,-393857730,1487752630,-1418655760,1322480,-70419350,0
2025-06-11,205068990,-39836690,-420390105,-236732430,0,13720,402220080,101617820,451246575,-454879180,-8328780,11961385,0
2025-06-12,81844680,57256745,-129683450,63094640,0,0,455842560,67612600,-1180764245,542666400,42130070,595967775,0
2025-06-13,44882440,-42774435,-395022675,21893530,0,0,-11126190,42233120,-132980710,422728280,50166640,-339914210,0
2025-06-16,-74946720,-1252740,-280611795,-65542710,0,0,0,-1084978810,441542360,1069666015,-3875600,-1507332775,0
2025-06-17,-72008570,-6784920,-7562120,-124582610,0,-2718140,259740690,-2412901680,182714670,2175200140,8902540,-2366817350,0
2025-06-18,213618980,102917150,697585325,-332683660,0,14100,924221035,-3280984560,-2490732480,4168047110,-2003000,-1675311630,0
2025-06-19,166174520,501673590,1564377115,-273121330,0,-7653380,1712850100,-3535401685,-1488359265,1448739105,-89278770,128898930,0
2025-06-20,152002355,59890460,-541161610,-153195700,0,-90,355846000,466754490,1418199550,-1760007745,1672290,340135905,0
2025-06-23,-685205170,23132740,285820100,284960250,0,14360,306492075,490535300,-576582775,-219711330,90544450,705749655,0
2025-06-24,6337180,-35686160,-289288685,-153848090,0,-9261600,462669055,945852260,-1971777715,1148291725,-103287970,926773960,0
2025-06-25,-274204460,299301550,-204315890,-323274490,0,14830,559576775,1154265160,-1770382205,566597730,-7579000,1211363475,0
2025-06-26,-36555380,-1327520,10924010,-209421920,0,-120,296452055,1766284890,-891099015,-946675140,11418140,1826356015,0
2025-06-27,-34404780,-15884410,-172268635,-352809200,0,15000,296781400,1656678130,-657821550,-728757535,8471580,1378107505,0
2025-06-30,-376580190,237309430,21172665,191491335,0,229884550,491654780,315570000,-1142968580,28478800,3987210,1110502570,0
2025-07-01,-93125540,-719362555,-380262835,-848297065,0,-1750710,308334950,441591700,1758389555,-451427370,-14090130,-1292872055,0
2025-07-02,-91904350,-557540,242686795,212127680,0,140,221329780,534876020,-2612180645,1494220660,-598540,1118558525,0
2025-07-03,1912798550,169390010,1869038020,2094442435,0,-20828540,1256497590,-3116000070,-11750514440,7635207455,-50031010,4165337995,0
2025-07-04,247876635,118699275,455811695,1996155320,0,-400,1118483985,-7989145615,-2103695775,6153441700,2373180,-4052119105,0
2025-07-07,1632664515,21804750,1776307355,1520489435,0,-13540525,369614210,236055235,-6334321785,749375585,41551225,5543394975,0
2025-07-08,104981365,23347670,885091415,432330910,430787460,-115669910,353717500,-3172062850,-2728514425,3810612575,-24621710,-1057476440,0
2025-07-09,604679520,-442678970,-914218420,-3132361810,34273000,20409150,1532529240,62388385,-1884447020,4099724145,19702780,-2234979905,0
2025-07-10,1033343135,-95825675,-1424710100,1868665975,0,-690,441513900,290744190,-3278780585,1284404940,-119355090,2113730735,0
2025-07-11,2131345670,-108269155,-534811585,247362980,0,-18780,609747885,-755915970,-3704750575,2120043140,-4733610,1589441045,0
2025-07-14,-951902600,386913725,-505515010,-948059120,0,37210,580012180,-2377791170,2123504875,1688277740,4522170,-3816304785,0
2025-07-15,96871045,2676250,-32155850,246504960,0,18730,1194300410,-2536505100,-2946942410,4065779375,-90547410,-1028289555,0
2025-07-16,-369923170,110320620,-746189155,-54792735,0,430,981527395,-962059505,-1186457050,2195492680,32080490,-1041116120,0
2025-07-17,-349033985,-152876010,-655255870,-1142075960,0,18230,340380445,1323552400,-4332376945,4904879245,62788450,-635290750,0
2025-07-18,144046030,99140125,1825847480,-33741050,0,-20,1475564380,834677280,-1972633265,-2376819830,3918870,4345534225,0
2025-07-21,-231071570,-82867580,-1130782460,-993654830,-96218370,-140,493560345,1483417500,-1470376145,2028042670,-49420,-557617105,0
2025-07-22,9581280,-82769960,558308590,-3037585220,0,19710,703603845,-2810788890,-1625166885,6328312885,-43515355,-4659630645,0
2025-07-23,-347308895,-5161210,-153438570,-85354945,-2501560,-140,544401800,497088450,-5369600720,4837540220,84335570,447724930,0
2025-07-24,-95132170,-28460720,-1509151615,485047440,0,-10,536917265,1243391630,-2738448855,2144766375,-38929340,632611820,0
2025-07-25,-606740000,-89642120,-276770550,-3218671055,29451590,0,-564329410,1645815620,-4454105340,7527867355,7123910,-3080885925,0
2025-07-28,-2118315095,-266627205,-1944238050,33919690,-183374000,0,-87395950,1782422825,-4509843720,7304964335,-11512830,-2783607785,0
2025-07-29,-139587635,-18580935,-2512796920,-609582730,177151240,17610,-206093920,-350545310,-6429999450,10063568330,26449720,-3660018600,0
2025-07-30,1286059550,-561863695,-1643977555,-2715806235,174481760,-130,192323570,72848785,-10087639660,13319326370,-35752760,-3195933950,0
2025-07-31,1869157950,203399000,620183290,165375180,0,-18120,1422046650,-1932824745,185284520,-2448789285,-83814440,2347319205,0
2025-08-01,-490668910,-40734510,-14351870,-333644020,0,17450,0,1788537510,-984819615,-9051465,84715430,909155650,0
2025-08-04,30684520,-6650490,1242089655,770587775,0,-18110,-257995680,-1777684595,161724955,-163647620,909590,1013075,0
2025-08-05,69442785,-11215130,-145681220,119685205,-182904260,0,17314000,2031895455,1299463545,-3049654940,-148345440,1898536835,0
2025-08-06,-1132805180,110349015,1213102830,866193075,-185157275,18660,378454930,-146325180,2337209930,-3445123205,4082400,1103830875,0
2025-08-07,-137661540,911195655,4875254955,1748917420,-195646335,80,1187032320,-23993225,-5213588260,-3108981020,-42530050,8365099330,0
2025-08-08,420881950,2729497125,7357186180,2651923160,0,-14139375,3825159025,-10760878870,-33302542190,27026158295,66754700,6209629195,0
