날짜,금융투자,보험,투신,사모,은행,기타금융,연기금,기타법인,개인,외국인,기타외국인,전체,기관합계
2025-06-20,10479,4141,-37523,-10681,0,0,24604,32135,98766,-122045,124,0,23155
2025-06-23,-47590,1614,19915,19840,0,1,21381,33301,-40453,-14364,6355,0,48462
2025-06-24,485,-2414,-19568,-10398,0,-624,31337,64764,-133159,76634,-7057,0,63582
2025-06-25,-18347,20014,-13813,-21740,0,1,37539,77366,-118465,37942,-497,0,81020
2025-06-26,-2473,-90,751,-14192,0,0,20066,119346,-60584,-63600,776,0,123408
2025-06-27,-2296,-1070,-11642,-23844,0,1,20040,111539,-43669,-49635,576,0,92728
2025-06-30,-24995,15532,1382,12552,0,15106,32228,20731,-74783,1986,261,0,72536
2025-07-01,-6306,-48929,-25687,-57513,0,-119,20666,29275,120419,-30886,-920,0,-88613
2025-07-02,-6087,-37,16350,14049,0,0,14828,35779,-175258,100413,-37,0,74882
2025-07-03,118587,10645,120110,132636,0,-1316,79363,-196742,-741266,481122,-3139,0,263283
2025-07-04,15633,7426,28843,126370,0,0,70305,-513941,-130567,395693,238,0,-265364
2025-07-07,97310,1318,106541,91181,0,-816,22159,14440,-379942,45398,2411,0,332133
2025-07-08,5615,1322,51348,25013,25000,-6697,20492,-184728,-155796,219841,-1410,0,-62635
2025-07-09,33998,-25022,-51994,-176823,1911,1183,86292,3501,-105224,231074,1104,0,-126954
2025-07-10,56167,-5190,-77545,101948,0,0,24636,15731,-179676,70466,-6537,0,115747
2025-07-11,114085,-5797,-28818,13303,0,-1,32550,-39843,-198095,112856,-240,0,85479
2025-07-14,-51500,20854,-27409,-51145,0,2,31236,-128393,114338,91768,249,0,-206355
2025-07-15,5193,149,-1692,13144,0,1,64105,-136104,-157649,217661,-4808,0,-55204
2025-07-16,-19758,5890,-39707,-2798,0,0,52372,-51512,-63721,117546,1688,0,-55513
2025-07-17,-18443,-8165,-35013,-61097,0,1,18329,70338,-231851,262501,3400,0,-34050
2025-07-18,7708,5201,95138,-2143,0,0,77327,43753,-103082,-124094,192,0,226984
2025-07-21,-11962,-4304,-58676,-51550,-5000,0,25667,76883,-76078,105028,-8,0,-28942
2025-07-22,392,-4246,28585,-156509,0,1,36017,-145939,-83684,327638,-2255,0,-241699
2025-07-23,-18026,-266,-7996,-4450,-130,0,28231,25913,-280700,253047,4377,0,23276
2025-07-24,-4967,-1498,-78799,25274,0,0,28039,64169,-142453,112245,-2010,0,32218
2025-07-25,-32892,-4862,-14984,-174519,1596,0,-30965,89048,-237516,404825,269,0,-167578
2025-07-28,-115232,-14461,-104880,1683,-10000,0,-4652,95527,-242116,394781,-650,0,-152015
2025-07-29,-7961,-1054,-142051,-34481,10000,1,-11633,-19662,-363982,569331,1492,0,-206841
2025-07-30,74347,-32307,-94602,-157026,10000,0,11047,4472,-582901,769054,-2084,0,-184069
2025-07-31,103858,11264,34373,9187,0,-1,78521,-107209,10337,-135666,-4664,0,129993
2025-08-01,-27838,-2302,-1020,-18777,0,1,0,101131,-55759,-215,4779,0,51195
2025-08-04,1633,-368,67424,42166,0,-1,-14182,-97672,9463,-8512,49,0,-1000
2025-08-05,3794,-619,-7994,6492,-10000,0,942,111350,69602,-165468,-8099,0,103965
2025-08-06,-61556,5880,65420,46377,-10000,1,20185,-7951,125664,-184235,215,0,58356
2025-08-07,-7355,46797,250083,90053,-10000,0,60745,-1247,-266872,-159996,-2208,0,429076
2025-08-08,19486,127163,338279,119863,0,-800,177049,-498103,-1534246,1248028,3281,0,282937
